지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi),강수 계속시간(hr),10분 최다 강수량(mm),10분 최다강수량 시각(hhmi),1시간 최다강수량(mm),1시간 최다 강수량 시각(hhmi),일강수량(mm),최대 순간 풍속(m/s),최대 순간 풍속 풍향(16방위),최대 순간풍속 시각(hhmi),최대 풍속(m/s),최대 풍속 풍향(16방위),최대 풍속 시각(hhmi),평균 풍속(m/s),풍정합(100m),최다풍향(16방위),평균 이슬점온도(°C),최소 상대습도(%),최소 상대습도 시각(hhmi),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),최고 해면기압(hPa),최고 해면기압 시각(hhmi),최저 해면기압(hPa),최저 해면기압 시각(hhmi),평균 해면기압(hPa),가조시간(hr),합계 일조시간(hr),1시간 최다일사 시각(hhmi),1시간 최다일사량(MJ/m2),합계 일사량(MJ/m2),일 최심신적설(cm),일 최심신적설 시각(hhmi),일 최심적설(cm),일 최심적설 시각(hhmi),합계 3시간 신적설(cm),평균 전운량(1/10),평균 중하층운량(1/10),평균 지면온도(°C),최저 초상온도(°C),평균 5cm 지중온도(°C),평균 10cm 지중온도(°C),평균 20cm 지중온도(°C),평균 30cm 지중온도(°C),0.5m 지중온도(°C),1.0m 지중온도(°C),1.5m 지중온도(°C),3.0m 지중온도(°C),5.0m 지중온도(°C),합계 대형증발량(mm),합계 소형증발량(mm),9-9강수(mm),기사,안개 계속시간(hr)
143,대구,2025-06-23,24.9,17.8,459,31.7,1522,,,,,,,6.7,70,1724,4.3,90,1720,1.4,1249,90,15.9,34,1355,61,18.1,1001.1,1008.4,521,1005,1632,1007.3,14.6,13,1200,3.58,29.1,,,,,,.9,.6,28.1,15.4,,,,,,,,,,5.8,8.3,,,
143,대구,2025-06-24,20.7,18.5,508,24.8,1042,10.83,.6,1529,2.2,1442,6.7,8.5,90,1050,5.4,90,1107,2.7,2353,110,17.7,54,1050,84,20.3,1002.6,1009.9,748,1008.2,1721,1008.8,14.6,.5,1000,1.28,8.46,,,,,,9.1,5.3,22.3,17.3,,,,,,,,,,1.7,2.4,,{비}1115-{비}{강도0}1200-{비}{강도0}1500-{비}{강도0}1800-1930. {박무}1410-{박무}{강도1}1500-1730. {박무}1835-1855. {비}1955-{비}{강도0}2100-2230.,
143,대구,2025-06-25,23.6,19.9,1,29.1,1609,5.58,.1,,.1,,.1,7.2,250,1531,4.5,110,858,2.5,2155,140,18.9,49,1610,76.9,21.9,1000.9,1008.6,1,1005.9,1735,1007.1,14.6,3.5,1400,3,14.47,,,,,,7.4,5,24.9,19.8,,,,,,,,,,3.3,4.7,,{비}0240-{비}{강도0}0300-0340. {박무}0615-0650. {비}0620-0645. {박무}0725-{박무}{강도0}0900-1130. {이슬비}0735-{이슬비}{강도0}0900-1145.,
143,대구,2025-06-26,25.4,22.1,403,30.1,1430,,,,,,,6.9,270,1540,3.7,290,1210,2.2,1904,290,18,48,1431,64.9,20.7,1001.9,1009,1031,1006.9,1505,1008.1,14.6,3.7,1400,3.42,20.2,,,,,,6.5,4.8,27.8,21.8,,,,,,,,,,4.4,6.3,,,
143,대구,2025-06-27,27.1,20.6,528,33.1,1654,,,,,,,4.8,290,918,3.1,270,925,1.1,971,290,19.5,42,1616,65.4,22.7,1001.8,1009.1,615,1006.1,1744,1007.9,14.6,13,1300,3.33,27.54,,,,,,4.1,1.5,31.3,18.9,,,,,,,,,,5.2,7.5,,,
143,대구,2025-06-28,28.5,23.5,500,34.5,1632,.5,0,,0,,0,6.4,250,1952,4.7,250,1956,1.2,1069,290,22.2,48,1644,70.6,26.9,1001,1008.7,656,1004.6,1640,1007.1,14.6,6.4,1200,3.38,20.61,,,,,,4,2.1,31.6,22.3,,,,,,,,,,3.9,5.6,,{비}1750-{비}{강도0}1800-1805. {비}2000-2015.,
143,대구,2025-06-29,29.9,24.5,446,36.6,1623,,,,,,,5.3,270,1411,2.4,270,1418,1.2,1008,250,22.5,35,1626,67.6,27.2,1001.4,1008.8,817,1005.6,1714,1007.5,14.6,8.7,1200,3.48,25.33,,,,,,3.5,3.5,34.9,23.2,,,,,,,,,,5.7,8.2,,{박무}0730-{박무}{강도0}0900-0930.,
143,대구,2025-06-30,30.7,25.8,511,36.4,1556,,,,,,,5,270,1227,3.1,250,1430,1.6,1341,230,21.8,38,1337,61.4,26.2,1004.2,1011.5,2329,1008.8,1,1010.3,14.6,11.6,1200,3.33,26.76,,,,,,2.6,1.8,38.3,24.3,,,,,,,,,,5.7,8.1,,,
143,대구,2025-07-01,30.7,25.7,510,35.7,1543,,,,,,,5.4,270,1213,3.1,290,1222,1.6,1406,270,22.7,45,1549,63.9,27.6,1006.1,1013.9,748,1010.2,1734,1012.2,14.6,10.2,1100,3.3,24.52,,,,,,4.3,1.9,36.8,25,,,,,,,,,,5.1,7.3,,,
143,대구,2025-07-02,31.4,26.9,531,36.4,1506,,,,,,,4.8,290,1315,3.3,270,1237,1.6,1374,320,23.1,45,1455,63.4,28.3,1005.7,1013.7,731,1009.6,1801,1011.8,14.6,9.6,1200,3.57,24.97,,,,,,2.9,2.6,39.1,26.3,,,,,,,,,,5.5,7.8,,,
143,대구,2025-07-03,31.2,27.1,510,36,1322,,,,,,,4.4,340,1628,2.8,250,1019,1.6,1363,290,22.9,46,1309,62.6,27.9,1003.2,1011.3,20,1006.9,1702,1009.2,14.5,9.5,1200,3.14,23.32,,,,,,3.8,2.9,38.6,26.2,,,,,,,,,,5,7.2,,,
143,대구,2025-07-04,30.2,25.7,530,35.5,1428,,,,,,,6.6,270,2134,3.8,270,2230,2.1,1821,290,19.6,32,1214,56.1,23.1,1000.6,1008.9,3,1004.4,1753,1006.7,14.5,10.2,1300,3.39,23.88,,,,,,6,1.5,36.8,24.9,,,,,,,,,,5.9,8.4,,{햇무리}1550-1620.,
143,대구,2025-07-05,30.6,25.5,533,36.4,1611,,,,,,,5.6,270,1148,3.4,270,951,2.1,1854,290,21.2,40,1337,59,25.1,999.1,1007.2,605,1002.9,1638,1005.1,14.5,12.4,1200,3.49,28.69,,,,,,1.6,1.5,40.8,24.8,,,,,,,,,,6.5,9.4,,,
143,대구,2025-07-06,30.6,26.6,600,34.9,1619,,,,,,,6.2,250,1051,4,290,926,2.4,2088,270,21.5,45,1608,59.6,25.7,998.3,1005.8,750,1002.5,1712,1004.3,14.5,11.6,1100,3.34,24.41,,,,,,4.8,.4,36.3,25.8,,,,,,,,,,5.6,7.9,,,
143,대구,2025-07-07,31.5,26.4,541,37.4,1400,,,,,,,7.9,110,1945,4.9,90,1848,2,1720,90,21.9,42,1402,58.1,26.4,999.1,1007.7,2353,1003,1652,1005.1,14.5,11,1300,3.34,25.63,,,,,,2.4,1.9,41.2,25.1,,,,,,,,,,6.4,9.1,,,
143,대구,2025-07-08,28.5,25.5,2356,32.3,1502,,,,,,,8.4,90,434,4.8,110,605,3.5,3033,110,21.3,53,1541,66,25.3,1002.5,1010.6,2311,1007.3,47,1008.6,14.5,11.5,1100,3.14,25.82,,,,,,1.8,.9,38.3,25.3,,,,,,,,,,5.7,8.2,,,
143,대구,2025-07-09,28.1,23.7,527,33.6,1344,,,,,,,9,110,2108,5.8,110,1904,3.2,2795,110,17.4,31,1434,55.6,20.1,1004,1011.8,2340,1008.5,1604,1010.1,14.5,13.7,1200,3.55,29.41,,,,,,1.3,1.3,38.4,22.6,,,,,,,,,,7.5,10.7,,,
143,대구,2025-07-10,26.6,23.6,520,31.3,1420,,,,,,,9.6,110,1848,6.3,110,1637,3.7,3226,110,18.8,44,1421,63.4,21.7,1005.6,1013.3,2311,1010.3,1724,1011.7,14.5,9.8,1200,3.48,25.97,,,,,,3.6,3.4,34.9,23.1,,,,,,,,,,6.5,9.2,,,
143,대구,2025-07-11,26.2,22.9,530,30.6,1404,,,,,,,10.6,110,1828,7.6,110,1838,4.2,3598,110,17.4,38,1608,60,19.9,1006.8,1014.5,2229,1011.9,1458,1013,14.4,13.6,1200,3.47,29,,,,,,1.6,.9,36.1,22.1,,,,,,,,,,6.7,9.6,,,
143,대구,2025-07-12,26.2,21.8,513,31.8,1553,,,,,,,9.4,90,1105,5.4,90,945,2.7,2372,90,17.4,39,1617,60.4,19.9,1003.7,1014,1,1007.1,1658,1009.9,14.4,12,1200,3.62,26.87,,,,,,6.3,1.8,34.5,19.4,,,,,,,,,,6.2,8.9,,,
143,대구,2025-07-13,25.3,20.1,2323,32.5,1419,8.67,5.4,2036,11.7,2026,33.3,7.9,270,2118,5.3,290,1825,2.4,2077,110,19,40,1044,71.3,22.1,995.7,1007.4,1,997.8,2400,1001.8,14.4,5.1,1000,2.62,14.38,,,,,,8.3,2.9,32.3,20,,,,,,,,,,3.1,4.5,,{비}1520-{비}{강도0}1800-{비}{강도1}2100-{비}{강도1}2400- {박무}1927-{박무}{강도0}2100-2145. {박무}2240-{박무}{강도0}2400-,
143,대구,2025-07-14,24.2,20.2,1,31.2,1646,7,1.6,104,6.5,58,16.7,11.2,230,1816,7.2,270,1825,2.4,2097,270,19.2,46,1608,75.9,22.3,987.5,997.9,6,990.6,1642,993.6,14.4,6.9,1000,3.15,21.23,,,,,,7.5,3.1,27.6,20.1,,,,,,,,,,4.2,6,,-{박무}-0050. -{비}-{비}{강도0}0300-0510. {비}1720-1740. {비}1905-2035.,
143,대구,2025-07-15,23.3,20,528,28,1218,1.17,.3,1357,.3,1345,.3,7.9,250,1341,4.9,250,1344,1.4,1192,140,19.9,56,1238,82.1,23.3,990.2,1001.4,2335,992.9,216,996.3,14.4,1.3,1200,2.32,12.87,,,,,,7.4,5.3,25.7,19.6,,,,,,,,,,2.4,3.5,,{비}0650-0705. {비}1345-1420. {비}1445-{비}{강도0}1500-1505.,
143,대구,2025-07-16,23,21.1,345,26.4,1026,9.4,.8,1134,2.2,1122,7.4,5.1,110,2028,3.1,110,2019,1.2,1003,110,20.9,69,1027,88.5,24.8,998,1005.8,2117,1001.3,1,1004.2,14.4,.1,800,.97,5.01,,,,,,9.3,4.4,24.6,19.7,,,,,,,,,,1.1,1.6,,{비}0630-0640. {비}1035-{비}{강도0}1200-1250. {박무}1110-{박무}{강도0}1200-1240. {비}1320-{비}{강도0}1500-{비}{강도0}1800-1820. {박무}1330-1440. {박무}1505-1720. {비}1840-1945. {비}2029-2049. {비}2210-2244.,
143,대구,2025-07-17,22.5,21.3,2228,24.4,1253,18.27,11.5,1415,38.8,1412,102.3,7.4,180,1358,5.2,320,1406,2.3,1999,110,21.1,76,241,92.3,25,1000.9,1010.3,2159,1005.1,124,1007.2,14.3,0,1200,1.03,2.42,,,,,,10,7.6,23,21.4,,,,,,,,,,.8,1.2,,{비}0039-0048. {비}0153-0205. {비}0345-0355. {비}0455-{비}{강도0}0600-{비}{강도1}0900-{비}{강도0}1200-{비}{강도2}1500-{비}{강도0}1800-{비}{강도0}2100-2240. {박무}0845-{박무}{강도0}0900-{박무}{강도0}1200-1235. {박무}1345-{박무}{강도1}1500-1640. {박무}1725-{박무}{강도0}1800-2005. {박무}2205-2240. {박무}2350-{박무}{강도0}2400-,
143,대구,2025-07-18,24.8,21.3,149,31.6,1407,9.67,1.2,33,4.6,1941,14.3,5.8,160,1442,3.5,110,2308,1.4,1193,110,22.2,59,1410,86.5,26.9,1001.6,1010.3,2258,1005.2,330,1007.8,14.3,3.4,1100,2.78,17.03,,,,,,9,7.1,28.1,21.3,,,,,,,,,,2.9,4.1,,{비}0025-0120. -{박무}-0240. {비}0420-0440. {박무}0605-0805. {비}1015-1020. {비}1440-1455. {비}1555-{비}{강도0}1800-{비}{강도1}2100-{비}{강도0}2400-,
143,대구,2025-07-19,21.9,21.1,1435,23.3,1724,19.25,8.7,914,31.5,913,68.1,7.7,90,1337,4.8,110,1009,2.1,1803,110,21,86,1722,95.1,24.9,1005.5,1013.6,2330,1008.8,448,1011.8,14.3,.1,1600,.79,1.98,,,,,,9.8,7.4,22.7,21,,,,,,,,,,.7,1,,-{비}-{비}{강도0}0300-{비}{강도0}0600-{비}{강도0}0900-{비}{강도1}1200-{비}{강도0}1500-1540. {박무}0620-0750. {박무}0815-{박무}{강도0}0900-1045. {박무}1110-{박무}{강도0}1200-1205. {비}1740-{비}{강도0}1800-2040. {박무}1845-1905. {비}2105-2110. {비}2255-2325. {박무}2330-{박무}{강도0}2400-,
143,대구,2025-07-20,26.5,21.5,320,32.1,1513,,,,,,,3.9,160,1654,2.6,160,1701,.9,820,110,22.3,55,1517,79.9,26.9,1007.2,1014.8,2400,1011.6,1554,1013.4,14.3,3.8,1000,3.26,17.95,,,,,,6.8,3.6,27.9,21,,,,,,,,,,3.4,4.8,,-{박무}-{박무}{강도1}0300-{박무}{강도0}0600-0830.,
143,대구,2025-07-21,26.8,23.4,517,30.8,1429,1.97,5.1,1555,5.6,,5.6,7.7,290,1550,4.1,290,1555,.9,795,110,23.5,65,1504,82.9,29,1008.3,1015.7,1011,1013.4,1512,1014.5,14.2,2.5,1400,2.18,13.33,,,,,,6.4,5,29.5,22.5,,,,,,,,,,2.6,3.7,,{비}0801-0830. {비}1001-1030. {소나기}1545-1620. {소나기}1940-2005.,
143,대구,2025-07-22,29.5,25,108,34.2,1738,,,,,,,3.5,230,1357,2.1,230,1405,.8,700,290,22.8,46,1611,69.5,27.8,1007.8,1015.8,747,1011.9,1658,1013.9,14.2,8.7,1100,2.97,20.92,,,,,,5,2.9,31.8,24,,,,,,,,,,4.2,5.9,,,
143,대구,2025-07-23,29.9,24.8,524,35.3,1457,,,,,,,3.3,160,2028,2.4,140,2034,.8,702,110,22.8,39,1528,68.1,27.8,1006.1,1014.3,646,1009.6,1729,1012.2,14.2,9.1,1300,3.56,24.24,,,,,,3.9,1.5,33.1,23.3,,,,,,,,,,4.9,6.9,,{박무}0550-{박무}{강도0}0600-0615.,
143,대구,2025-07-24,29.9,24.9,530,35.3,1554,,,,,,,4,70,1602,2.6,110,2111,1.2,1071,90,21.7,35,1601,64.6,26.1,1004.3,1012.4,646,1008,1806,1010.4,14.2,12.1,1100,3.39,27.35,,,,,,1.4,.3,34.4,23.5,,,,,,,,,,5.9,8.4,,{박무}0030-{박무}{강도0}0300-{박무}{강도0}0600-0835. {연무}0833-{연무}{강도0}0900-0955.,
143,대구,2025-07-25,29.3,23.4,507,35.2,1551,,,,,,,5.1,110,1925,3.6,110,1926,1.7,1426,110,21.1,43,1513,63.4,25,1003.1,1010.8,730,1007.1,1604,1009.2,14.1,13.2,1200,3.54,28.39,,,,,,1.3,1.3,36.3,21.7,,,,,,,,,,6.2,8.8,,,
143,대구,2025-07-26,29.3,23.8,513,34.5,1542,,,,,,,4.2,110,1014,2.8,110,1028,1.4,1177,110,22,48,1739,66.4,26.4,1001.9,1010,23,1005.9,1806,1008,14.1,12.1,1100,3.34,26.05,,,,,,1.9,1.6,35.6,22,,,,,,,,,,5.2,7.4,,,
143,대구,2025-07-27,29.8,24.4,503,36,1519,,,,,,,4.8,180,1813,2.6,160,1805,1.3,1153,110,21.6,43,1522,63.5,25.9,1000,1008.2,111,1003.6,1659,1006.1,14.1,12.7,1200,3.5,28.3,,,,,,1.3,1,39.6,22.4,,,,,,,,,,5.8,8.4,,,
143,대구,2025-07-28,30.4,23.9,526,36.8,1637,,,,,,,4,110,2102,2.7,110,2106,1.2,1058,140,21.8,40,1631,61.9,26.1,997.1,1006.1,1,1000,1743,1003.1,14.1,11.7,1200,3.46,26.26,,,,,,1.1,1.1,39.6,22.1,,,,,,,,,,5.7,8.2,,,
143,대구,2025-07-29,30.1,24.4,529,35.9,1456,,,,,,,5,110,2007,3.5,110,2120,1.8,1523,110,20.8,35,1301,60.5,24.6,995.3,1003.3,723,998.7,1743,1001.3,14,13.1,1200,3.49,28.57,,,,,,.5,.3,40.9,23.2,,,,,,,,,,6.3,9,,,
143,대구,2025-07-30,29.2,22.9,531,35.2,1458,,,,,,,5.6,110,1917,3.9,110,1432,1.9,1675,110,20.7,37,1705,63.5,24.6,995.4,1003.1,2320,999.3,1521,1001.5,14,12.3,1200,3.42,26.72,,,,,,3.8,.8,39.1,21.4,,,,,,,,,,6,8.6,,,
143,대구,2025-07-31,29.9,24.6,548,35.9,1510,,,,,,,6.2,110,1902,4,90,1911,1.7,1496,110,21.2,37,1359,62.4,25.2,997,1004.6,701,1001,1725,1003.1,14,9.8,1200,3.44,26.91,,,,,,5,2.3,40.4,23.3,,,,,,,,,,6.3,9,,,
143,대구,2025-08-01,30.4,23.6,542,37.2,1745,,,,,,,5.2,140,2200,3,140,14,1.4,1210,110,20.4,30,1806,59.4,24.2,996.6,1004.2,724,1000.4,1721,1002.7,14,12.2,1200,3.4,25.57,,,,,,1,.4,40,21.5,,,,,,,,,,5.6,7.9,,,
143,대구,2025-08-02,30.9,25.2,524,37.3,1406,,,,,,,4.8,90,102,3.3,140,57,1.5,1314,110,22.5,36,1709,63.3,27.3,996.1,1003.9,20,999.7,1722,1002.1,13.9,9.5,1200,3.21,22.86,,,,,,4.3,2.5,39,24.2,,,,,,,,,,4.6,6.6,,,
143,대구,2025-08-03,28.9,24.3,2221,33.1,1245,4.92,7,2148,18.3,2108,24.5,6.6,110,2256,4.5,110,2303,1.4,1229,110,23.7,53,1404,75.3,29.4,995.6,1003,4,1000.1,1813,1001.7,13.9,.3,1000,1.52,11.22,,,,,,9.5,5.1,34.7,24.2,,,,,,,,,,2.6,3.7,,{비}1125-1155. {비}1655-1705. {비}1945-{비}{강도0}2100-{비}{강도0}2400- {박무}2020-{박무}{강도0}2100-{박무}{강도0}2400-,
143,대구,2025-08-04,28.2,24.8,132,33.3,1444,8.13,11.8,202,45.2,131,91,10.5,270,1630,5.3,270,1638,1.2,1076,110,24.8,60,1448,83.1,31.4,995,1004.5,2339,998.8,423,1001,13.9,2.8,900,2.5,13.4,,,,,,8.4,5.3,30.8,24.8,,,,,,,,,,2.7,3.9,,-{비}-{비}{강도1}0300-0535. -{박무}-{박무}{강도2}0300-0420. {비}1530-1703. {비}1825-1855. {비}2110-2140. {비}2335-{비}{강도0}2400-,
143,대구,2025-08-05,29.7,25.9,546,35.1,1428,.67,.9,19,1,1,1,5.7,270,1827,2.9,250,1304,1.1,940,50,24.6,51,1228,76,30.9,998.2,1005.7,2248,1002.5,1530,1004.3,13.9,6.2,1200,3.22,19.96,,,,,,5.8,4.4,32.2,25.5,,,,,,,,,,4.1,5.9,,-{비}-0040. {박무}0140-0310. {박무}0405-0505. {박무}0530-{박무}{강도0}0600-0630. を(NW)1810-1835. {달코로나}2050-2053.,
143,대구,2025-08-06,28.5,23.5,2400,32.5,1156,3.17,11.5,2342,16.7,2300,17,13.6,250,2337,6.8,270,2342,1.6,1406,270,23.9,56,1205,77.1,29.7,996.2,1005.5,1,1000.1,1904,1002.3,13.8,1.6,1100,1.94,10.05,,,,,,8.5,5.1,30.5,23.1,,,,,,,,,,2.3,3.3,,{비}1345-1415. {비}1455-{비}{강도0}1500-1505. {비}1620-1730. {비}1835-1920. {비}2045-{비}{강도0}2100-2120. {비}2310-{비}{강도0}2400-,
143,대구,2025-08-07,27.4,23.3,6,32,1558,.83,.3,25,.3,1,.3,5,270,1254,3.2,290,1301,1.2,1035,140,22,50,1603,74.3,26.5,996.1,1004.1,2315,1000.9,1728,1002.2,13.8,4.1,1300,2.43,16.6,,,,,,6,3.8,30.1,23,,,,,,,,,,3.3,4.8,,-{비}-0050.,
143,대구,2025-08-08,26.9,22.7,546,31.2,1652,,,,,,,4.6,270,1834,2.9,270,1837,1,826,140,20.4,51,1423,69.6,24,998.3,1006.2,2259,1003,1447,1004.4,13.8,7.4,1100,3,17.74,,,,,,7.4,2.4,31.2,21,,,,,,,,,,3.3,4.7,,{햇무리}0950-1300. {달무리}2350-,
143,대구,2025-08-09,24.5,22.5,2230,27.3,1234,8.48,.2,,.5,1507,1.1,3.1,160,1753,2.1,160,1759,.9,797,140,21.2,70,1230,82.5,25.2,998.1,1005.8,1,1002.8,1849,1004.3,13.7,.1,900,1.07,5.57,,,,,,9.9,5.3,27.6,22.3,,,,,,,,,,1.3,1.9,,-{달무리}-0020. {비}0620-0640. {비}1201-1205. {비}1310-{비}{강도0}1500-{비}{강도0}1800-{비}{강도0}2100-2115. {박무}1505-1730.,
143,대구,2025-08-10,25.2,21.2,624,29.5,1631,4.33,2,408,8.2,342,13.9,5.9,90,1914,3.8,90,1852,1.6,1385,90,20,54,1637,74.4,23.4,996.2,1004.9,2343,1000.4,1321,1002.3,13.7,6,1100,3.32,19.4,,,,,,5.9,3.8,29,21.3,,,,,,,,,,3.7,5.4,,{박무}0203-{박무}{강도0}0300-0535. {비}0235-{비}{강도0}0300-{비}{강도0}0600-0645. {비}0720-0730.,
143,대구,2025-08-11,24.4,20.5,509,29.9,1250,8.25,.2,,.3,2101,.4,5.3,140,1740,3.2,110,1740,1.6,1362,110,19.7,51,1058,76.9,23,999.5,1007.3,2357,1004.3,1357,1005.7,13.7,3.2,1000,2.46,13.94,,,,,,6.9,1.8,27.9,19.3,,,,,,,,,,2.6,3.7,,{박무}0530-{박무}{강도0}0600-0610. {비}1350-1420. {비}1430-{비}{강도0}1500-1740. {비}1805-2240.,
143,대구,2025-08-12,22.8,20.2,230,24.4,1201,8.43,1.3,1524,3.7,1451,5.9,5,140,1415,3.8,110,1424,1.6,1348,110,21,79,1115,90.5,25,1005.3,1014.1,2304,1007.2,3,1011.5,13.6,0,900,1.08,6.39,,,,,,10,6.5,25.2,20.5,,,,,,,,,,1.3,1.9,,{비}0102-{비}{강도0}0300-0310. {박무}0150-{박무}{강도0}0300-0320. {비}1125-{비}{강도0}1200-{비}{강도0}1500-1635. {박무}1255-1315. {박무}1345-1410. {박무}1445-{박무}{강도0}1500-1635. {비}1840-1858. {비}2240-2330. {박무}2310-{박무}{강도0}2400-,
143,대구,2025-08-13,27.5,23.3,1,32.1,1510,,,,,,,4.3,230,1528,2.5,230,1529,.9,805,160,23.1,58,1522,78.4,28.3,1007.7,1015.1,2348,1012.4,1637,1013.9,13.6,3.2,1100,2.26,15.37,,,,,,8.5,5.1,30.7,23.3,,,,,,,,,,3.1,4.5,,-{박무}-{박무}{강도0}0300-{박무}{강도0}0600-0750.,
143,대구,2025-08-14,29.8,24.1,607,35,1601,,,,,,,5.5,270,1019,3.5,270,1025,1.5,1305,290,22.3,43,1454,66.8,26.9,1008.5,1015.6,713,1012.8,1723,1014.6,13.6,9.3,1100,3.06,21.59,,,,,,4.4,2.1,33.4,22.5,,,,,,,,,,4.6,6.6,,,
143,대구,2025-08-15,29.5,24.8,506,34.6,1706,,,,,,,5,290,1029,2.9,290,1031,1.2,1006,320,22.8,47,1700,69.1,27.7,1008.3,1016.2,746,1012.4,1751,1014.4,13.5,7.7,1200,2.39,19.81,,,,,,3.8,2.6,32.8,23.1,,,,,,,,,,4.1,5.8,,,
143,대구,2025-08-16,29.7,25.5,601,34.6,1630,,,,,,,4.1,290,1552,2.7,290,1606,1.1,948,290,22.7,46,1344,68.1,27.7,1006.8,1014.3,837,1011,1828,1012.9,13.5,10.2,1100,2.81,21.7,,,,,,3.5,3,34,23.8,,,,,,,,,,4.4,6.3,,,
143,대구,2025-08-17,28.8,23.9,607,34,1549,,,,,,,6.3,290,1226,3.7,270,1233,1.5,1263,270,21.4,45,1501,66.6,25.5,1007.9,1015.3,935,1012.6,129,1014.1,13.5,12,1200,3.38,25.45,,,,,,2.8,1.6,35.4,22,,,,,,,,,,5.1,7.3,,,
143,대구,2025-08-18,29.5,24.9,453,34.8,1528,,,,,,,4.9,250,1751,2.9,290,1428,1.1,941,270,21.8,44,1424,65.1,26.2,1007.8,1016,714,1011.5,1739,1013.9,13.4,5.3,1200,3.09,18.98,,,,,,6.8,3.8,33.5,22.7,,,,,,,,,,4.1,5.9,,,
143,대구,2025-08-19,30.8,26.9,505,34.7,1337,,,,,,,4.9,230,1827,3.2,270,1401,1.5,1273,250,22.4,44,1159,63.1,27.2,1005.2,1013.5,710,1008.7,1747,1011.3,13.4,7.3,1100,3.25,20.11,,,,,,4.4,2.9,34.8,25.7,,,,,,,,,,4.5,6.4,,,
143,대구,2025-08-20,30.4,26.5,611,35.7,1650,,,,,,,5.1,270,1404,3.1,320,241,1.5,1323,320,22.6,39,1341,64.8,27.4,1003.6,1011.7,727,1007.1,1717,1009.7,13.4,9.2,1300,3.23,22.23,,,,,,3.4,3,36.2,26,,,,,,,,,,4.8,6.8,,,
143,대구,2025-08-21,30.1,26.5,602,35.5,1449,,,,,,,4.2,90,2019,2.7,110,1957,1.3,1128,320,22.4,44,1455,65.3,27.1,1003.7,1011.2,339,1007.6,1653,1009.8,13.3,8.6,1000,2.72,19.57,,,,,,3.4,3.4,36.6,25.7,,,,,,,,,,4.1,5.9,,を(SW)1630-ん(S)1710-1730.,
143,대구,2025-08-22,30,25.1,534,36.3,1502,,,,,,,4.7,290,1625,3.3,290,1633,1.3,1131,320,22.8,42,1503,67.9,27.8,1002.5,1010.2,649,1006.2,1512,1008.6,13.3,8.2,1000,2.74,19.62,,,,,,4.5,1.9,36.3,23.7,,,,,,,,,,4.3,6.1,,,
143,대구,2025-08-23,30.8,25.4,545,37.2,1522,,,,,,,5,250,1040,3.3,270,1041,1.3,1085,320,21.2,32,1516,60,25.3,1003.7,1011.3,2329,1008,1455,1009.8,13.3,12.3,1200,3.27,25.23,,,,,,1,.1,37.4,23.3,,,,,,,,,,5.4,7.8,,,
143,대구,2025-08-24,31,25.8,539,35.6,1752,,,,,,,3.5,180,1918,2.3,290,2308,.9,810,50,22.7,45,1700,63.3,27.6,1004.9,1012.5,804,1009.1,1739,1011,13.2,8.1,1000,2.76,15.91,,,,,,2.6,1.3,34.8,23.8,,,,,,,,,,3.5,5,,,
143,대구,2025-08-25,30.8,26.8,608,36.9,1423,,,,,,,5.4,250,1554,3.5,250,1600,1.6,1372,340,23.1,37,1401,65.6,28.3,1004,1012.2,748,1007.4,1629,1010.1,13.2,9.6,1300,3.22,22.47,,,,,,3.1,2.6,37.7,26.1,,,,,,,,,,5.1,7.2,,,
143,대구,2025-08-26,28.9,26.2,2356,34.3,1335,.67,0,,0,,0,10.2,250,1447,5.5,270,847,2,1759,250,21.6,45,1311,65.8,25.8,1002.8,1010.3,2303,1006.7,1415,1008.9,13.2,5,1100,2.54,15.68,,,,,,5.9,2.8,32.7,24.5,,,,,,,,,,3.9,5.6,,{비}1440-{비}{강도0}1500-1520.,
143,대구,2025-08-27,28.3,23.4,544,35.6,1443,,,,,,,8.2,90,2009,4.9,90,1840,1.9,1678,110,20.5,31,1449,65.8,24.3,1005,1013.9,2319,1009.1,1455,1011.2,13.1,9.3,1300,3.34,22.19,,,,,,4.6,3.1,36.2,20.7,,,,,,,,,,4.9,6.9,,,
143,대구,2025-08-28,28.3,24,556,34.9,1545,,,,,,,5,140,345,3.2,110,3,1.7,1474,160,21,37,1559,66.5,24.9,1006.8,1014.6,732,1010.8,1543,1012.9,13.1,5.9,1100,3.15,18.95,,,,,,7.3,3.8,34.2,23.4,,,,,,,,,,4.1,5.9,,,
143,대구,2025-08-29,30.6,25.6,343,36.3,1607,,,,,,,4.9,290,1301,3.1,250,1538,1.4,1246,290,21.6,38,1538,61.4,25.9,1007.3,1014.6,2348,1011.6,1732,1013.3,13.1,9.5,1100,3.02,20.5,,,,,,3.4,1,36.2,23.5,,,,,,,,,,4.6,6.6,,,
143,대구,2025-08-30,31,25.2,605,36.7,1502,,,,,,,3.7,270,1325,2.3,290,1505,1,896,290,20.1,30,1428,55.5,23.7,1007.2,1015.6,636,1011.1,1719,1013.3,13,11.8,1200,3.23,24.02,,,,,,2.1,1,38,23.3,,,,,,,,,,5.1,7.2,,,
